split,short_side_640_px,long_side_640_px,area_640_px2,aspect_ratio
train,12.5,16.25,203.125,1.3
train,13.75,16.25,223.4375,1.18181818182
train,21.25,23.75,504.6875,1.11764705882
train,15,22.5,337.5,1.5
train,17.5,23.75,415.625,1.35714285714
train,16.25,20,325,1.23076923077
train,23.75,25,593.75,1.05263157895
train,19.1126279863,28.518134715,545.056499673,1.49210954848
train,20,26.25,525,1.3125
train,27.5,35,962.5,1.27272727273
train,33.75,33.75,1139.0625,1
train,41.25,42.5,1753.125,1.0303030303
train,16.9283276451,25.2020725389,426.628941272,1.48875146248
train,27.5,30,825,1.09090909091
train,20,25,500,1.25
train,20,22.5,450,1.125
train,28.75,36.25,1042.1875,1.26086956522
train,17.5,22.5,393.75,1.28571428571
train,22.5,28.75,646.875,1.27777777778
train,26.25,27.5,721.875,1.04761904762
train,23.75,28.75,682.8125,1.21052631579
train,22.5,27.5,618.75,1.22222222222
train,25,41.25,1031.25,1.65
train,13.75,17.5,240.625,1.27272727273
train,20,25,500,1.25
train,17.5,21.25,371.875,1.21428571429
train,13.75,18.75,257.8125,1.36363636364
train,11.25,18.75,210.9375,1.66666666667
train,20,21.25,425,1.0625
train,26.25,27.5,721.875,1.04761904762
train,20,26.25,525,1.3125
train,21.25,22.5,478.125,1.05882352941
train,16.25,16.25,264.0625,1
train,13.9274611399,17.4744027304,243.37406497,1.25467251747
train,13.1058020478,15.2538860104,199.914410511,1.16390328152
train,13.9274611399,18.0204778157,250.979504501,1.29388103364
train,14.7440273038,15.9170984456,234.682134078,1.07956246402
train,11.4675767918,12.6010362694,144.503351076,1.09884036516
train,13.75,18.75,257.8125,1.36363636364
train,23.75,25,593.75,1.05263157895
train,17.5,17.5,306.25,1
train,32.5,38.75,1259.375,1.19230769231
train,16.25,27.5,446.875,1.69230769231
train,18.75,18.75,351.5625,1
train,27.5,30,825,1.09090909091
train,17.5,25,437.5,1.42857142857
train,18.75,23.75,445.3125,1.26666666667
train,20,20,400,1
train,16.25,23.75,385.9375,1.46153846154
train,17.5,18.75,328.125,1.07142857143
train,25,28.75,718.75,1.15
train,22.5,23.75,534.375,1.05555555556
train,15.8361774744,19.2331606218,304.579745,1.21450777202
train,21.25,25,531.25,1.17647058824
train,22.5,22.5,506.25,1
train,22.5,23.75,534.375,1.05555555556
train,18.75,30,562.5,1.6
train,22.5,33.75,759.375,1.5
train,22.5,23.75,534.375,1.05555555556
train,18.75,23.75,445.3125,1.26666666667
train,16.25,21.25,345.3125,1.30769230769
train,13.75,17.5,240.625,1.27272727273
train,16.25,22.5,365.625,1.38461538462
train,20,26.25,525,1.3125
train,20,20,400,1
train,23.75,26.25,623.4375,1.10526315789
train,18.75,20,375,1.06666666667
train,13.75,20,275,1.45454545455
train,17.5,18.75,328.125,1.07142857143
train,17.5,18.75,328.125,1.07142857143
train,21.25,23.75,504.6875,1.11764705882
train,17.5,17.5,306.25,1
train,13.75,15,206.25,1.09090909091
train,17.5,31.25,546.875,1.78571428571
train,16.25,21.25,345.3125,1.30769230769
train,20.204778157,21.8860103627,442.20198412,1.0832096345
train,13.75,18.75,257.8125,1.36363636364
train,18.75,26.25,492.1875,1.4
train,15,18.75,281.25,1.25
train,20,25,500,1.25
train,17.5,20,350,1.14285714286
train,18.75,21.25,398.4375,1.13333333333
train,20,21.25,425,1.0625
train,22.5,23.75,534.375,1.05555555556
train,18.75,18.75,351.5625,1
train,21.25,22.5,478.125,1.05882352941
train,18.75,20,375,1.06666666667
train,22.5,33.75,759.375,1.5
train,16.25,20,325,1.23076923077
train,23.75,25,593.75,1.05263157895
train,24.0273037543,24.5388601036,589.602645493,1.02129062647
train,20,21.25,425,1.0625
train,17.5,20,350,1.14285714286
train,19.2331606218,28.3959044369,546.142991034,1.47640343651
train,17.9067357513,22.3890784983,400.915312384,1.25031601567
train,25,27.5,687.5,1.1
train,13.75,15,206.25,1.09090909091
train,16.25,20,325,1.23076923077
train,16.25,16.25,264.0625,1
train,23.75,25,593.75,1.05263157895
train,17.5,21.25,371.875,1.21428571429
train,17.5,17.5,306.25,1
train,20,20,400,1
train,18.75,18.75,351.5625,1
train,20,21.25,425,1.0625
train,18.75,22.5,421.875,1.2
train,16.25,18.75,304.6875,1.15384615385
train,16.25,16.25,264.0625,1
train,23.75,32.5,771.875,1.36842105263
train,21.25,26.25,557.8125,1.23529411765
train,16.25,26.25,426.5625,1.61538461538
train,22.5,26.25,590.625,1.16666666667
train,30,41.25,1237.5,1.375
train,18.75,22.5,421.875,1.2
train,23.75,32.5,771.875,1.36842105263
train,22.5,30,675,1.33333333333
train,21.25,27.5,584.375,1.29411764706
train,28.75,30,862.5,1.04347826087
train,35,35,1225,1
train,25,35,875,1.4
train,27.5,28.75,790.625,1.04545454545
train,25,27.5,687.5,1.1
train,21.25,32.5,690.625,1.52941176471
train,22.5,28.75,646.875,1.27777777778
train,18.75,32.5,609.375,1.73333333333
train,20,23.75,475,1.1875
train,20,23.75,475,1.1875
train,18.566552901,24.5388601036,455.602044245,1.32167022249
train,28.75,37.5,1078.125,1.30434782609
train,28.75,30,862.5,1.04347826087
train,26.25,27.5,721.875,1.04761904762
train,21.25,30,637.5,1.41176470588
train,16.25,21.25,345.3125,1.30769230769
train,15,25,375,1.66666666667
train,25,37.5,937.5,1.5
train,32.5,33.75,1096.875,1.03846153846
train,26.25,30,787.5,1.14285714286
train,17.5,20,350,1.14285714286
train,17.5,20,350,1.14285714286
train,20,23.75,475,1.1875
train,26.25,26.25,689.0625,1
train,20,40,800,2
train,23.75,41.25,979.6875,1.73684210526
train,21.25,28.75,610.9375,1.35294117647
train,20,33.75,675,1.6875
train,21.25,22.5,478.125,1.05882352941
train,18.75,20,375,1.06666666667
train,18.75,38.75,726.5625,2.06666666667
train,22.5,30,675,1.33333333333
val,16.25,25,406.25,1.53846153846
val,21.25,26.25,557.8125,1.23529411765
val,11.25,20,225,1.77777777778
val,15,25,375,1.66666666667
val,18.75,20,375,1.06666666667
val,16.25,22.5,365.625,1.38461538462
val,17.5,20,350,1.14285714286
val,16.25,18.75,304.6875,1.15384615385
val,14.7440273038,15.9170984456,234.682134078,1.07956246402
val,12.0136518771,15.2538860104,183.254876302,1.26971267075
val,8.19112627986,13.2642487047,108.649136147,1.61934369603
val,12.6010362694,14.7440273038,185.790022812,1.17006466679
val,9.82935153584,13.2642487047,130.378963377,1.34945308002
val,9.82935153584,14.5906735751,143.416859715,1.48439838803
val,10.9215017065,13.9274611399,152.108790606,1.27523316062
val,8.19112627986,12.6010362694,103.21667934,1.53837651123
val,13.6518771331,15.2538860104,208.244177616,1.11734715026
val,12.0136518771,13.9274611399,167.319669667,1.15930287329
val,27.5,30,825,1.09090909091
val,28.75,32.5,934.375,1.13043478261
val,23.75,28.75,682.8125,1.21052631579
val,10,27.5,275,2.75
val,20,42.5,850,2.125
val,15.8361774744,21.2227979275,336.087994483,1.34014650706
val,26.5284974093,32.7645051195,869.193089179,1.23506825939
val,18.75,21.25,398.4375,1.13333333333
val,13.75,22.5,309.375,1.63636363636
val,22.5,32.5,731.25,1.44444444444
val,18.75,23.75,445.3125,1.26666666667
val,31.25,35,1093.75,1.12
val,19.6587030717,32.4974093264,638.856920547,1.65308002303
val,31.25,35,1093.75,1.12
val,15,28.75,431.25,1.91666666667
val,17.5,28.75,503.125,1.64285714286
val,23.75,32.5,771.875,1.36842105263
val,16.25,28.75,467.1875,1.76923076923
val,17.5,27.5,481.25,1.57142857143
val,16.25,25,406.25,1.53846153846
val,21.2969283276,37.1398963731,790.965711153,1.74390859572
val,28.75,52.5,1509.375,1.82608695652
val,38.75,50,1937.5,1.29032258065
val,23.75,30,712.5,1.26315789474
val,15.8361774744,27.1917098446,430.612742931,1.71706271217
val,18.75,36.25,679.6875,1.93333333333
val,21.25,38.75,823.4375,1.82352941176
val,22.5,36.25,815.625,1.61111111111
val,18.75,25,468.75,1.33333333333
val,13.75,17.5,240.625,1.27272727273
val,17.5,17.5,306.25,1
val,23.75,26.25,623.4375,1.10526315789
val,17.5,17.5,306.25,1
val,20,21.25,425,1.0625
val,23.75,30,712.5,1.26315789474
val,18.75,30,562.5,1.6
val,21.25,26.25,557.8125,1.23529411765
val,26.25,30,787.5,1.14285714286
val,25,31.25,781.25,1.25
val,26.25,38.75,1017.1875,1.47619047619
val,26.25,27.5,721.875,1.04761904762
val,21.25,26.25,557.8125,1.23529411765
val,9.82935153584,10.6113989637,104.303170702,1.07956246402
val,8.62176165803,9.82935153584,84.746326195,1.14006300866
val,9.28497409326,9.82935153584,91.2652743638,1.05862993662
val,8.62176165803,9.82935153584,84.746326195,1.14006300866
val,9.28497409326,10.3754266212,96.335567384,1.11744271087
val,12.5597269625,12.6010362694,158.265574988,1.00328902906
val,28.75,30,862.5,1.04347826087
val,25,30,750,1.2
val,20,25,500,1.25
val,26.25,30,787.5,1.14285714286
val,20,28.75,575,1.4375
val,16.25,26.25,426.5625,1.61538461538
val,15,20,300,1.33333333333
val,21.25,22.5,478.125,1.05882352941
val,18.75,20,375,1.06666666667
val,20,22.5,450,1.125
val,25,32.5,812.5,1.3
val,20,27.5,550,1.375
val,25,40,1000,1.6
val,17.5,41.25,721.875,2.35714285714
val,20,23.75,475,1.1875
val,20,30,600,1.5
val,27.5,40,1100,1.45454545455
val,21.25,31.25,664.0625,1.47058823529
val,27.5,41.25,1134.375,1.5
val,17.5,33.75,590.625,1.92857142857
val,26.25,35,918.75,1.33333333333
val,30,61.25,1837.5,2.04166666667
val,27.5,38.75,1065.625,1.40909090909
val,23.75,48.75,1157.8125,2.05263157895
val,23.75,31.25,742.1875,1.31578947368
val,20,26.25,525,1.3125
val,25,26.25,656.25,1.05
val,21.25,23.75,504.6875,1.11764705882
val,18.75,30,562.5,1.6
val,25,51.25,1281.25,2.05
val,15,23.75,356.25,1.58333333333
val,23.75,28.75,682.8125,1.21052631579
val,16.25,27.5,446.875,1.69230769231
val,18.75,26.25,492.1875,1.4
val,27.5,30,825,1.09090909091
val,26.25,37.5,984.375,1.42857142857
val,20,20,400,1
val,20,26.25,525,1.3125
val,17.5,20,350,1.14285714286
val,25,27.5,687.5,1.1
val,17.5,33.75,590.625,1.92857142857
val,21.25,33.75,717.1875,1.58823529412
val,20,36.25,725,1.8125
val,15,21.25,318.75,1.41666666667
val,12.5,20,250,1.6
val,12.5,21.25,265.625,1.7
val,13.75,18.75,257.8125,1.36363636364
val,21.25,25,531.25,1.17647058824
val,20,27.5,550,1.375
val,20,25,500,1.25
val,22.5,28.75,646.875,1.27777777778
val,18.75,25,468.75,1.33333333333
val,21.25,32.5,690.625,1.52941176471
val,27.5,41.25,1134.375,1.5
val,20,32.5,650,1.625
val,15,33.75,506.25,2.25
val,13.75,23.75,326.5625,1.72727272727
val,15,18.75,281.25,1.25
val,12.5,17.5,218.75,1.4
val,21.25,26.25,557.8125,1.23529411765
val,28.75,30,862.5,1.04347826087
val,17.5,21.25,371.875,1.21428571429
val,12.6010362694,14.1979522184,178.908910856,1.12672893839
val,17.5,23.75,415.625,1.35714285714
val,15,20,300,1.33333333333
val,9.28327645051,11.274611399,104.665334489,1.21450777202
val,28.75,31.25,898.4375,1.08695652174
val,35,42.5,1487.5,1.21428571429
val,23.75,27.5,653.125,1.15789473684
val,22.5,26.25,590.625,1.16666666667
val,20,35,700,1.75
val,18.75,22.5,421.875,1.2
val,25,25,625,1
val,15,22.5,337.5,1.5
val,17.5,21.25,371.875,1.21428571429
val,23.75,23.75,564.0625,1
val,8.75,26.25,229.6875,3
val,28.75,33.75,970.3125,1.17391304348
val,18.75,25,468.75,1.33333333333
val,26.25,32.5,853.125,1.2380952381
val,25,27.5,687.5,1.1
val,7.64505119454,13.9274611399,106.476153424,1.82176165803
val,8.75,16.25,142.1875,1.85714285714
val,25,43.75,1093.75,1.75
val,30,30,900,1
val,36.25,41.25,1495.3125,1.13793103448
val,21.25,31.25,664.0625,1.47058823529
val,26.25,28.75,754.6875,1.09523809524
val,27.5,32.5,893.75,1.18181818182
val,21.25,26.25,557.8125,1.23529411765
val,25,27.5,687.5,1.1
val,20,30,600,1.5
val,37.5,42.5,1593.75,1.13333333333
val,25,26.25,656.25,1.05
val,20,26.25,525,1.3125
val,33.75,43.75,1476.5625,1.2962962963
val,22.5,28.75,646.875,1.27777777778
val,22.5,27.5,618.75,1.22222222222
val,16.25,20,325,1.23076923077
val,17.5,21.25,371.875,1.21428571429
val,28.75,33.75,970.3125,1.17391304348
val,32.5,37.5,1218.75,1.15384615385
val,33.75,37.5,1265.625,1.11111111111
val,43.75,51.25,2242.1875,1.17142857143
val,22.5,22.5,506.25,1
val,23.75,37.5,890.625,1.57894736842
val,22.5,32.5,731.25,1.44444444444
val,26.25,33.75,885.9375,1.28571428571
val,47.5,61.25,2909.375,1.28947368421
val,32.5,35,1137.5,1.07692307692
val,32.5,36.25,1178.125,1.11538461538
val,40,41.25,1650,1.03125
val,32.5,33.75,1096.875,1.03846153846
val,25,25,625,1
val,16.25,27.5,446.875,1.69230769231
val,16.25,27.5,446.875,1.69230769231
val,20,30,600,1.5
val,17.5,25,437.5,1.42857142857
val,13.75,26.25,360.9375,1.90909090909
val,18.75,28.75,539.0625,1.53333333333
val,15,17.5,262.5,1.16666666667
val,36.25,40,1450,1.10344827586
val,28.75,36.25,1042.1875,1.26086956522
val,18.75,23.75,445.3125,1.26666666667
val,37.5,42.5,1593.75,1.13333333333
val,27.5,33.75,928.125,1.22727272727
val,33.75,43.75,1476.5625,1.2962962963
val,15,26.25,393.75,1.75
val,27.5,35,962.5,1.27272727273
val,15,28.75,431.25,1.91666666667
val,17.5,28.75,503.125,1.64285714286
val,23.75,32.5,771.875,1.36842105263
val,16.25,28.75,467.1875,1.76923076923
val,17.5,27.5,481.25,1.57142857143
val,16.25,25,406.25,1.53846153846
val,20,27.5,550,1.375
val,22.5,27.5,618.75,1.22222222222
val,18.75,20,375,1.06666666667
val,13.75,22.5,309.375,1.63636363636
val,22.5,31.25,703.125,1.38888888889
val,11.25,32.5,365.625,2.88888888889
val,21.25,26.25,557.8125,1.23529411765
val,23.75,31.25,742.1875,1.31578947368
val,17.5,30,525,1.71428571429
val,16.25,31.25,507.8125,1.92307692308
val,18.75,33.75,632.8125,1.8
val,18.75,31.25,585.9375,1.66666666667
val,18.75,37.5,703.125,2
val,18.75,33.75,632.8125,1.8
val,18.75,28.75,539.0625,1.53333333333
val,21.25,33.75,717.1875,1.58823529412
val,17.4744027304,17.9067357513,312.909512105,1.02474093264
val,21.25,25,531.25,1.17647058824
val,21.25,30,637.5,1.41176470588
val,22.5,35,787.5,1.55555555556
val,30.5802047782,35.8134715026,1095.18329237,1.17113249445
val,25,33.75,843.75,1.35
val,26.25,30,787.5,1.14285714286
val,25,28.75,718.75,1.15
val,26.25,26.25,689.0625,1
val,28.75,32.5,934.375,1.13043478261
val,17.5,17.5,306.25,1
val,25,32.5,812.5,1.3
val,10.6113989637,11.4675767918,121.687032485,1.08068472696
val,23.75,40,950,1.68421052632
val,37.5,55,2062.5,1.46666666667
val,22.5,45,1012.5,2
val,22.5,33.75,759.375,1.5
val,20,38.75,775,1.9375
val,27.5,31.25,859.375,1.13636363636
val,38.75,40,1550,1.03225806452
val,31.25,51.25,1601.5625,1.64
val,31.25,48.75,1523.4375,1.56
val,35,35,1225,1
val,26.25,38.75,1017.1875,1.47619047619
val,27.5,40,1100,1.45454545455
val,18.75,45,843.75,2.4
val,18.75,37.5,703.125,2
val,27.5,33.75,928.125,1.22727272727
val,21.25,22.5,478.125,1.05882352941
val,26.25,28.75,754.6875,1.09523809524
val,21.25,27.5,584.375,1.29411764706
val,26.25,28.75,754.6875,1.09523809524
val,18.75,28.75,539.0625,1.53333333333
val,22.5,27.5,618.75,1.22222222222
val,22.5,30,675,1.33333333333
val,28.75,32.5,934.375,1.13043478261
val,27.5,35,962.5,1.27272727273
val,18.75,30,562.5,1.6
val,22.5,28.75,646.875,1.27777777778
val,22.5,31.25,703.125,1.38888888889
val,25,37.5,937.5,1.5
val,13.75,23.75,326.5625,1.72727272727
val,25,30,750,1.2
val,21.25,32.5,690.625,1.52941176471
val,25,25,625,1
val,23.75,23.75,564.0625,1
val,21.25,30,637.5,1.41176470588
val,27.5,33.75,928.125,1.22727272727
val,33.75,35,1181.25,1.03703703704
val,26.25,37.5,984.375,1.42857142857
val,40,47.5,1900,1.1875
val,20,26.25,525,1.3125
val,25,26.25,656.25,1.05
val,35,36.25,1268.75,1.03571428571
val,18.75,30,562.5,1.6
val,28.75,30,862.5,1.04347826087
val,26.25,31.25,820.3125,1.19047619048
val,30,37.5,1125,1.25
val,22.5,25,562.5,1.11111111111
val,26.25,36.25,951.5625,1.38095238095
val,35,38.75,1356.25,1.10714285714
val,21.2227979275,28.9419795222,614.22978302,1.36372120307
val,17.5,27.5,481.25,1.57142857143
val,22.5,33.75,759.375,1.5
val,25,31.25,781.25,1.25
val,33.75,43.75,1476.5625,1.2962962963
val,21.25,31.25,664.0625,1.47058823529
val,25,30,750,1.2
val,22.5,31.25,703.125,1.38888888889
val,10.9215017065,17.2435233161,188.325169322,1.57886010363
val,12.0136518771,20.5595854922,246.995702842,1.71135186057
val,25,37.5,937.5,1.5
val,16.25,37.5,609.375,2.30769230769
val,25,33.75,843.75,1.35
val,18.75,37.5,703.125,2
val,11.4675767918,18.5699481865,212.952306849,1.61934369603
val,25,43.75,1093.75,1.75
val,25,37.5,937.5,1.5
val,33.75,40,1350,1.18518518519
val,26.25,51.25,1345.3125,1.95238095238
val,25,30,750,1.2
val,25,37.5,937.5,1.5
val,21.25,31.25,664.0625,1.47058823529
val,28.75,35,1006.25,1.21739130435
val,25.1194539249,27.1917098446,683.04090258,1.08249605767
val,22.5,26.25,590.625,1.16666666667
val,27.5,40,1100,1.45454545455
val,21.25,25,531.25,1.17647058824
val,25,28.75,718.75,1.15
val,23.75,30,712.5,1.26315789474
val,15.8361774744,18.5699481865,294.076995172,1.17262819368
val,25,37.5,937.5,1.5
val,38.75,41.25,1598.4375,1.06451612903
val,21.2227979275,27.3037542662,579.462059453,1.28652943686
val,18.75,20,375,1.06666666667
val,25,40,1000,1.6
val,36.25,38.75,1404.6875,1.06896551724
val,20.204778157,23.2124352332,469.00210437,1.14885870326
val,21.25,32.5,690.625,1.52941176471
val,20,21.25,425,1.0625
val,12.5,16.25,203.125,1.3
val,23.75,25,593.75,1.05263157895
val,35,40,1400,1.14285714286
val,13.75,18.75,257.8125,1.36363636364
val,10,25,250,2.5
val,25,27.5,687.5,1.1
val,23.75,42.5,1009.375,1.78947368421
val,22.5,38.75,871.875,1.72222222222
val,15,17.5,262.5,1.16666666667
val,21.2227979275,21.843003413,463.569647562,1.02922354949
val,17.5,18.75,328.125,1.07142857143
val,15.8361774744,15.9170984456,252.065995862,1.00510988029
val,22.5,31.25,703.125,1.38888888889
val,31.25,31.25,976.5625,1
val,40,41.25,1650,1.03125
val,26.25,51.25,1345.3125,1.95238095238
val,16.3822525597,19.896373057,325.947408442,1.21450777202
val,18.75,18.75,351.5625,1
val,26.2116040956,27.1917098446,712.738333127,1.03739205527
val,28.75,32.5,934.375,1.13043478261
val,12.5597269625,20.5595854922,258.222780244,1.63694525794
val,21.25,38.75,823.4375,1.82352941176
val,20,21.25,425,1.0625
val,18.5699481865,28.3959044369,527.310474102,1.52913213067
val,16.25,25,406.25,1.53846153846
val,16.25,28.75,467.1875,1.76923076923
val,23.75,41.25,979.6875,1.73684210526
val,17.5,30,525,1.71428571429
val,20.7508532423,23.8756476684,495.440060832,1.15058631034
val,22.5,31.25,703.125,1.38888888889
val,12.0136518771,17.2435233161,207.157686254,1.43532736693
val,30,32.5,975,1.08333333333
val,22.5,27.5,618.75,1.22222222222
val,16.25,20,325,1.23076923077
val,26.25,38.75,1017.1875,1.47619047619
val,32.5,37.5,1218.75,1.15384615385
val,38.75,41.25,1598.4375,1.06451612903
val,26.25,36.25,951.5625,1.38095238095
val,26.25,27.5,721.875,1.04761904762
val,25,45,1125,1.8
val,13.75,17.5,240.625,1.27272727273
val,21.25,21.25,451.5625,1
val,24.5388601036,26.2116040956,643.202885993,1.06816714325
val,13.75,17.5,240.625,1.27272727273
val,15,17.5,262.5,1.16666666667
val,28.75,32.5,934.375,1.13043478261
val,21.25,28.75,610.9375,1.35294117647
val,30,37.5,1125,1.25
val,18.75,26.25,492.1875,1.4
val,24.0273037543,31.170984456,748.954711843,1.29731512011
val,20,22.5,450,1.125
val,38.75,41.25,1598.4375,1.06451612903
val,25,26.25,656.25,1.05
val,13.9274611399,15.8361774744,220.557746379,1.13704696896
val,25,32.5,812.5,1.3
val,13.2642487047,20.7508532423,275.24447824,1.56441979522
val,18.566552901,20.5595854922,381.720631665,1.10734532155
val,33.75,43.75,1476.5625,1.2962962963
val,30,45,1350,1.5
val,28.75,37.5,1078.125,1.30434782609
val,12.6010362694,18.0204778157,227.076694548,1.43007903718
val,21.25,26.25,557.8125,1.23529411765
val,26.25,30,787.5,1.14285714286
val,18.75,30,562.5,1.6
val,26.25,42.5,1115.625,1.61904761905
val,18.75,33.75,632.8125,1.8
val,19.6587030717,32.4974093264,638.856920547,1.65308002303
val,26.5284974093,30.0341296928,796.760331748,1.13214590444
val,32.5,46.25,1503.125,1.42307692308
val,18.566552901,26.5284974093,492.542750535,1.42883267297
val,17.4744027304,33.8238341969,591.051300642,1.93562176166
val,14.7440273038,25.2020725389,371.580045624,1.7093072347
val,19.6587030717,34.4870466321,677.97060956,1.75428900403
val,31.25,32.5,1015.625,1.04
val,31.25,33.75,1054.6875,1.08
val,20.204778157,23.8756476684,482.402164495,1.18168323764
val,22.9351535836,26.5284974093,608.435162426,1.15667406859
val,32.5,37.5,1218.75,1.15384615385
val,16.9283276451,21.8860103627,370.493554263,1.29286311215
val,14.1979522184,18.5699481865,263.655237051,1.30793144679
val,15.2901023891,21.8860103627,334.639339334,1.43138415988
val,16.9283276451,23.8756476684,404.174786468,1.41039612235
val,33.75,35,1181.25,1.03703703704
val,10.3754266212,13.2642487047,137.62223912,1.27842923371
val,37.5,37.5,1406.25,1
val,20,40,800,2
val,21.25,35,743.75,1.64705882353
val,23.75,25,593.75,1.05263157895
val,23.75,26.25,623.4375,1.10526315789
val,43.75,50,2187.5,1.14285714286
val,33.75,36.25,1223.4375,1.07407407407
val,26.25,35,918.75,1.33333333333
val,25,67.5,1687.5,2.7
val,31.25,35,1093.75,1.12
val,15.2901023891,22.5492227979,344.779925374,1.47475943745
val,21.25,30,637.5,1.41176470588
val,26.2116040956,44.4352331606,1164.7187395,1.69525043178
val,18.566552901,32.4974093264,603.364869405,1.75032002438
val,28.75,30,862.5,1.04347826087
val,28.75,33.75,970.3125,1.17391304348
val,18.75,36.25,679.6875,1.93333333333
val,20,37.5,750,1.875
val,40,41.25,1650,1.03125
val,32.5,35,1137.5,1.07692307692
val,23.75,50,1187.5,2.10526315789
val,36.25,37.5,1359.375,1.03448275862
val,30,35,1050,1.16666666667
val,27.5,37.5,1031.25,1.36363636364
val,31.25,35,1093.75,1.12
val,32.5,33.75,1096.875,1.03846153846
val,35,37.5,1312.5,1.07142857143
val,14.7440273038,17.2435233161,254.238978585,1.16952600269
val,13.6518771331,16.5803108808,226.352366974,1.21450777202
val,11.4675767918,15.9170984456,182.530548728,1.38800888231
val,37.5,41.25,1546.875,1.1
val,20.204778157,27.8549222798,562.802525244,1.37863044392
val,20,41.25,825,2.0625
val,38.75,56.25,2179.6875,1.45161290323
val,17.4744027304,26.5284974093,463.569647562,1.51813471503
val,28.75,37.5,1078.125,1.30434782609
val,21.25,50,1062.5,2.35294117647
val,21.25,43.75,929.6875,2.05882352941
val,14.1979522184,21.2227979275,301.320270915,1.49477879633
val,25,30,750,1.2
val,35,35,1225,1
val,25,33.75,843.75,1.35
val,17.4744027304,21.2227979275,370.85571805,1.21450777202
val,12.5597269625,19.2331606218,241.563246034,1.53133588646
val,25.1194539249,29.8445595855,749.679039417,1.18810542915
val,23.4812286689,35.8134715026,840.944313781,1.52519580672
val,21.2969283276,21.8860103627,466.104794072,1.02766042248
val,13.1058020478,19.2331606218,252.065995862,1.46753022453
val,14.1979522184,17.2435233161,244.822720119,1.21450777202
val,21.2227979275,22.9351535836,486.74812994,1.08068472696
val,35,38.75,1356.25,1.10714285714
val,22.5492227979,29.4880546075,664.932713222,1.30771933347
val,23.75,48.75,1157.8125,2.05263157895
val,27.5,38.75,1065.625,1.40909090909
val,22.5,28.75,646.875,1.27777777778
val,31.25,38.75,1210.9375,1.24
val,31.25,32.5,1015.625,1.04
val,39.8634812287,43.7720207254,1744.90512653,1.09804812265
val,22.5,32.5,731.25,1.44444444444
val,18.75,23.75,445.3125,1.26666666667
val,23.75,28.75,682.8125,1.21052631579
val,32.5,38.75,1259.375,1.19230769231
val,12.5597269625,18.5699481865,233.23347893,1.47853120072
val,33.75,38.75,1307.8125,1.14814814815
val,18.75,37.5,703.125,2
val,19.1126279863,27.1917098446,519.705034572,1.42270910437
val,19.2331606218,21.843003413,420.109993103,1.13569495116
val,24.5388601036,26.2116040956,643.202885993,1.06816714325
val,23.2124352332,26.7576791809,621.110894976,1.15273037543
val,18.566552901,29.8445595855,554.110594352,1.60743675709
val,36.25,46.25,1676.5625,1.27586206897
val,14.7440273038,20.5595854922,303.131089851,1.39443484936
val,13.1058020478,16.5803108808,217.298272295,1.26511226252
val,26.7576791809,35.1502590674,940.539355249,1.31365126361
val,20,37.5,750,1.875
val,25,35,875,1.4
val,21.25,40,850,1.88235294118
val,25,32.5,812.5,1.3
val,20.204778157,25.2020725389,509.202284744,1.2473323064
val,21.2969283276,25.2020725389,536.726732568,1.1833665471
val,22.5492227979,22.9351535836,517.169888062,1.01711503714
val,21.843003413,25.2020725389,550.48895648,1.15378238342
val,28.75,32.5,934.375,1.13043478261
val,22.5,27.5,618.75,1.22222222222
val,21.25,30,637.5,1.41176470588
val,20,30,600,1.5
val,18.0204778157,19.896373057,358.542149286,1.10409797456
val,14.7440273038,17.9067357513,264.017400838,1.21450777202
val,28.75,41.25,1185.9375,1.4347826087
val,17.5,35,612.5,2
val,19.896373057,20.204778157,402.001803745,1.01550056883
val,21.8860103627,22.3890784983,490.007604025,1.02298583101
val,15.2538860104,16.3822525597,249.893013139,1.07397239947
val,30,41.25,1237.5,1.375
val,37.5,37.5,1406.25,1
val,22.5,26.25,590.625,1.16666666667
val,33.75,37.5,1265.625,1.11111111111
val,23.75,31.25,742.1875,1.31578947368
val,31.25,40,1250,1.28
val,32.5,38.75,1259.375,1.19230769231
val,23.75,25,593.75,1.05263157895
val,27.5,30,825,1.09090909091
val,15.8361774744,27.1917098446,430.612742931,1.71706271217
val,26.25,35,918.75,1.33333333333
val,21.25,26.25,557.8125,1.23529411765
val,27.5,37.5,1031.25,1.36363636364
val,21.25,28.75,610.9375,1.35294117647
val,21.25,25,531.25,1.17647058824
val,28.75,30,862.5,1.04347826087
val,18.75,20,375,1.06666666667
val,16.25,40,650,2.46153846154
val,15.2538860104,25.1194539249,383.169286813,1.64675767918
val,11.274611399,27.3037542662,307.839219084,2.42170246938
val,15.9170984456,19.1126279863,304.217581213,1.20076080774
val,16.5803108808,19.6587030717,325.947408442,1.18566552901
val,21.25,22.5,478.125,1.05882352941
val,21.25,26.25,557.8125,1.23529411765
val,22.5,23.75,534.375,1.05555555556
val,26.7576791809,32.4974093264,869.555252966,1.21450777202
val,27.5,31.25,859.375,1.13636363636
val,30,33.75,1012.5,1.125
val,18.75,20,375,1.06666666667
val,26.25,30,787.5,1.14285714286
val,25,31.25,781.25,1.25
val,16.25,16.25,264.0625,1
val,23.75,30,712.5,1.26315789474
val,22.5,32.5,731.25,1.44444444444
val,18.5699481865,20.7508532423,385.342269536,1.11744271087
val,25,30,750,1.2
